,Date,Action,Ticker,Quantity,Price,Cash
0,2019-06-28,BUY,AAPL,20797,48.08351135253906,7.2144012451171875
1,2019-06-04,SELL,AAPL,20797,41.718597412109375,867628.8847808838
2,2019-09-30,BUY,AAPL,16408,52.87679672241211,26.404159545898438
3,2019-06-10,SELL,AAPL,16408,45.774898529052734,751100.9392242432
4,2019-06-28,BUY,AAPL,15620,48.08351135253906,36.49189758300781
